X			Y
1.000000	2.252000	2.000000
2.000000	11.160000	2.000000
3.000000	16.804000	2.000000
4.000000	21.420000	2.000000
5.000000	29.080000	2.000000
6.000000	34.177000	2.000000
7.000000	36.434000	2.000000
8.000000	40.076000	2.000000
9.000000	46.196000	2.000000
10.000000	47.820000	2.000000
11.000000	55.506000	2.000000
12.000000	59.118000	2.000000
13.000000	66.570000	2.000000
14.000000	72.567000	2.000000
15.000000	74.765000	2.000000
16.000000	81.390000	2.000000
17.000000	87.050000	2.000000
18.000000	89.726000	2.000000
19.000000	94.330000	2.000000
20.000000	103.013000	2.000000
21.000000	108.845000	2.000000
22.000000	110.294000	2.000000
23.000000	115.150000	2.000000
24.000000	123.022000	2.000000
25.000000	128.469000	2.000000
26.000000	128.882000	2.000000
27.000000	135.362000	2.000000
28.000000	138.777000	2.000000
29.000000	149.487000	2.000000
30.000000	148.789000	2.000000
31.000000	156.314000	2.000000
32.000000	161.421000	2.000000
33.000000	165.396000	2.000000
34.000000	170.369000	2.000000
35.000000	175.304000	2.000000
36.000000	182.169000	2.000000
37.000000	181.135000	2.000000
38.000000	192.073000	2.000000
39.000000	193.915000	2.000000
40.000000	199.765000	2.000000
41.000000	207.854000	2.000000
42.000000	212.860000	2.000000
43.000000	213.158000	2.000000
44.000000	222.269000	2.000000
45.000000	228.410000	2.000000
46.000000	232.048000	2.000000
47.000000	233.232000	2.000000
48.000000	242.941000	2.000000
49.000000	247.882000	2.000000
50.000000	251.475000	2.000000
51.000000	258.286000	2.000000
52.000000	259.727000	2.000000
53.000000	263.604000	2.000000
54.000000	270.784000	2.000000
55.000000	274.825000	2.000000
56.000000	276.676000	2.000000
57.000000	283.628000	2.000000
58.000000	292.165000	2.000000
59.000000	295.339000	2.000000
60.000000	302.817000	2.000000
61.000000	308.506000	2.000000
62.000000	312.004000	2.000000
63.000000	314.911000	2.000000
64.000000	319.058000	2.000000
65.000000	324.321000	2.000000
66.000000	333.104000	2.000000
67.000000	338.174000	2.000000
68.000000	343.005000	2.000000
